"17942999","Restorative neurology and neuroscience","2007","Neuroplasticity in the processing of pitch dimensions: a multidimensional scaling analysis of the mismatch negativity.","['OBJECTIVE=An auditory electrophysiological study was conducted to explore the influence of language experience on the saliency of dimensions underlying cortical pitch processing.', 'METHODS=Mismatch negativity (MMN) responses to Mandarin tones were recorded in Chinese and English participants (n=10 per group) using a passive oddball paradigm. Stimuli consisted of three tones (T1: high level; T2: high rising; T3: low falling-rising). There were three oddball conditions (standard/deviant): T1/T2, T1/T3, T2/T3. In the T1/T2 and T1/T3 conditions, each tonal pair represented a contrast between a level and a contour tone; the T2/T3 condition, a contrast between two contour tones. Twenty dissimilarity matrices were created using the MMN mean amplitude measured from the Fz location for each condition per participant, and analyzed by an individual differences multidimensional scaling model.', ""RESULTS=Two pitch dimensions were revealed, interpretively labeled as 'height' and 'contour'. The latter was found to be more important for Chinese than English subjects. Using individual weights on the contour dimension, a discriminant function showed that 17 out of 20 participants were correctly classified into their respective language groups."", ""CONCLUSIONS=The MMN can serve as an index of pitch features that are differentially weighted depending on a listener's experience with lexical tones and their acoustic correlates within a particular tone space.""]","['Acoustic Stimulation', 'Adult', 'Data Interpretation, Statistical', 'Electroencephalography', 'Evoked Potentials, Auditory', 'Female', 'Humans', 'Language', 'Male', 'Neuronal Plasticity', 'Pitch Perception']"
"18621939","Psychosomatics","","Clusters of alcohol use disorders diagnostic criteria and predictors of alcohol use after liver transplantation for alcoholic liver disease.","['BACKGROUND=Establishing the correct alcohol use disorder diagnosis is clinically relevant because several reports of post-transplant alcohol use suggest that a pre-transplant diagnosis of alcohol dependence (rather than abuse) predicts relapse to alcohol use. Numerous combinations of specific symptoms are possible to achieve diagnostic significance.', 'OBJECTIVE=The authors hypothesized that there would be distinct clusters of liver transplant recipients who showed specific combinations of alcohol-related symptoms and that these clusters would be predictive of alcohol-abuse outcome after transplant.', 'METHODS=A group of 120 ALD liver transplant recipients received the Structured Clinical Interview for DSM-IV (SCID) module for alcohol abuse/dependence, and a cluster analysis was performed.', 'RESULTS=Within the clusters of those with alcohol dependence, cluster assignment did not predict those more likely to drink. However, those assigned to the alcohol abuse cluster were significantly less likely to drink than those with alcohol dependence.', 'CONCLUSIONS=Results therefore suggest that the prognosis regarding continued abstinence posttransplant is much more positive for individuals with a diagnosis of abuse than for those who meet criteria for alcohol dependence.']","['Alcoholism', 'Cluster Analysis', 'Diagnostic and Statistical Manual of Mental Disorders', 'Female', 'Humans', 'Liver Diseases, Alcoholic', 'Liver Transplantation', 'Male', 'Middle Aged', 'Postoperative Care', 'Predictive Value of Tests', 'Preoperative Care', 'Prevalence', 'Surveys and Questionnaires', 'Time Factors']"
"19602546","Clinical cancer research : an official journal of the American Association for Cancer Research","2009","Prediction of muscle-invasive bladder cancer using urinary proteomics.","['OBJECTIVE=Minimally invasive methods of predicting the risk of muscle-invasive urothelial bladder carcinoma may expedite appropriate therapy and reduce morbidity and cost.', 'METHODS=Here, capillary electrophoresis coupled mass spectrometry was used to identify urinary polypeptide bladder cancer biomarkers in 127 patients. These markers were used to construct a panel discriminating muscle-invasive from noninvasive disease, which was refined in 297 additional samples from healthy volunteers, patients with malignant and nonmalignant genitourinary conditions. Sequencing of panel polypeptides was then done. Finally, the ability of the panel to predict muscle-invasive disease was evaluated prospectively in 130 bladder carcinoma patients. Four sequenced polypeptides formed a panel predictive of muscle-invasive disease.', 'RESULTS=Prospective evaluation of this panel revealed a sensitivity of 81% [95% confidence interval (CI), 69-90] and specificity of 57% (95% CI, 45-69) for muscle-invasive disease. Multivariate analysis revealed the panel (P < 0.0001) and tumor grade (P = 0.0001), but not urine cytology, predict muscle invasion. A model including grade and panel polypeptide levels improved sensitivity [92% (95% CI, 82-97)] and specificity [68% (95% CI, 55-79)] for muscle-invasive disease. A model score of >0.88 provided a negative predictive value of 77% and positive predictive value of 90% for muscle invasion.', 'CONCLUSIONS=Use of urinary peptides seems promising in estimating the probability a patient harbors muscle-invasive urothelial bladder cancer. These peptides may also shed novel insights into the biology of bladder tumor progression not obtainable by other methods. Clinical trials seem warranted to evaluate the effect of this approach on practice.']","['Aged', 'Aged, 80 and over', 'Biomarkers, Tumor', 'Electrophoresis, Capillary', 'Female', 'Humans', 'Male', 'Mass Spectrometry', 'Middle Aged', 'Multivariate Analysis', 'Neoplasm Invasiveness', 'Peptides', 'Prognosis', 'Prospective Studies', 'Proteomics', 'Urinary Bladder Neoplasms', 'Urothelium']"
"19302341","Journal of sleep research","2009","Women sleep objectively better than men and the sleep of young women is more resilient to external stressors: effects of age and menopause.","[""The aims of this study were to: (i) assess gender differences of objective sleep patterns in a general population sample; (ii) evaluate the effects of menopause and hormone treatment (HT) on the sleep of the same cohort; and (iii) examine gender differences in sleep resilience towards external stressors. The participants were (i) 1324 subjects without sleep complaints, recruited from the general population of Central Pennsylvania that spent one night in the sleep laboratory and (ii) 66 young, healthy volunteers whose sleep was disturbed during night four by an external stressor, i.e. 24-h blood drawing (average of nights 2 and 3 versus night 4). Women compared with men in the general population sample had significantly higher percentage of sleep time, lower percentage of stage 1, and higher percentage of slow wave sleep. Also, menopause, in the absence of HT, was associated with prolonged sleep latency and decreased deep sleep. Finally, young, healthy women compared with men experienced less sleep disturbance because of blood draws as indicated by a significantly smaller change in per cent sleep time, and percentage of stage 1 sleep. These findings suggest that women without sleep complaints sleep objectively better across age than men and the sleep of young women is more resistant to external stressors. Also, gonadal hormones exert a beneficial effect on women's sleep. This gender dimorphism in sleep regulation may have been to protect women from the demands of infant and child care, and in part, might contribute to women's lower cardiovascular risks and greater longevity.""]","['Adult', 'Aged', 'Aged, 80 and over', 'Aging', 'Arousal', 'Blood Specimen Collection', 'Body Mass Index', 'Cohort Studies', 'Estrogen Replacement Therapy', 'Female', 'Humans', 'Judgment', 'Male', 'Menopause', 'Middle Aged', 'Polysomnography', 'Reaction Time', 'Reference Values', 'Sex Characteristics', 'Sleep Stages', 'Young Adult']"
"19368899","Biological psychiatry","2009","Is serum brain-derived neurotrophic factor a biomarker for cognitive enhancement in schizophrenia?","['BACKGROUND=Brain-derived neurotrophic factor (BDNF) plays a critical role in neurodevelopment and plasticity; decreased BDNF functioning may contribute to the pathogenesis of schizophrenia. However, BDNF levels are not static; in animal experiments, brain BDNF increases during spatial learning, and in clinical depression, successful antidepressant treatment raises serum BDNF. We asked: would neuroplasticity-based cognitive training in schizophrenia result in increased serum BDNF?', 'METHODS=Fifty-six schizophrenia outpatients and 16 matched healthy comparison subjects were assessed on baseline cognitive performance and serum BDNF. Schizophrenia subjects were randomly assigned to either 50 hours (10 weeks) of computerized auditory training or a computer game control condition, followed by reassessment of cognition and serum BDNF.', 'RESULTS=At baseline, schizophrenia participants had significantly lower-than-normal serum BDNF. Schizophrenia subjects who engaged in computerized cognitive training designed to improve auditory processing showed significant cognitive gains and a significant increase in serum BDNF compared with subjects who played computer games. This increase was evident after 2 weeks of training, and after 10 weeks in the active condition, subjects ""normalized"" their mean serum BDNF levels, whereas the control group showed no change. In the active condition, change in BDNF was significantly associated with improved quality of life.', 'CONCLUSIONS=Serum BDNF levels are significantly increased in clinically stable, chronically ill schizophrenia subjects after neuroplasticity-based cognitive training, but not after computer games. Serum BDNF levels may serve as a peripheral biomarker for the effects of intensive cognitive training and may provide a useful tool for the evaluation of cognitive enhancement methods in schizophrenia.']","['Adult', 'Analysis of Variance', 'Brain-Derived Neurotrophic Factor', 'Case-Control Studies', 'Cognition Disorders', 'Cognitive Therapy', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Humans', 'Male', 'Middle Aged', 'Neuropsychological Tests', 'Psychiatric Status Rating Scales', 'Quality of Life', 'Schizophrenia', 'Schizophrenic Psychology', 'Therapy, Computer-Assisted', 'Time Factors']"
"20501835","Cancer research","2010","Strain-specific susceptibility for pulmonary metastasis of sarcoma 180 cells in inbred mice.","['Most cancer deaths are a result of metastasis. To extend our understanding of the factors that influence the process, we aimed to develop a mouse model of pulmonary metastasis that can be assayed in multiple inbred mouse strains for further use in identification of host genetic variants that influence metastasis. We used i.v. injection of Sarcoma 180 (S180) cells, which can be tracked and quantified by bioluminescence imaging. We observed growth of S180 cells solely in the lung and observed a wide range of pulmonary metastasis among inbred mouse strains. Interestingly, we noted that the BTBRT+tf/J strain exhibited complete clearance and provide evidence that the mechanism of resistance may involve immune factors, as strains subjected to whole-body irradiation are significantly more susceptible to tumor growth. One possible mechanism of resistance to pulmonary metastasis in BTBRT+tf/J mice may require T-cell function. Our experiments present a new mouse model for further characterization of the genetics and mechanisms of pulmonary metastasis.']","['Animals', 'Disease Models, Animal', 'Disease Susceptibility', 'Female', 'Flow Cytometry', 'Lung Neoplasms', 'Lymphocyte Depletion', 'Mice', 'Mice, Inbred A', 'Mice, Inbred AKR', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Neoplasm Transplantation', 'Sarcoma 180', 'Species Specificity', 'T-Lymphocytes', 'Whole-Body Irradiation']"
"20939768","Molecular membrane biology","2010","pH-sensitive membrane peptides (pHLIPs) as a novel class of delivery agents.","['Abstract Here we review a novel class of delivery vehicles based on pH-sensitive, moderately polar membrane peptides, which we call pH (Low) Insertion Peptides (pHLIPs), that target cells located in the acidic environment found in many diseased tissues, including tumours. Acidity targeting by pHLIPs is achieved as a result of helix formation and transmembrane insertion. In contrast to the earlier technologies based on cell-penetrating peptides, pHLIPs act as monomeric membrane-inserting peptides that translocate one terminus across a membrane into the cytoplasm, while the other terminus remains in the extracellular space, locating the peptide in the membrane lipid bilayer. Therefore pHLIP has a dual delivery capability: it can tether cargo molecules or nanoparticles to the surfaces of cells in diseased tissues and/or it can move a cell-impermeable cargo molecule across the membrane into the cytoplasm. The source of energy for moving polar molecules attached to pHLIP through the hydrophobic layer of a membrane bilayer is the membrane-associated folding of the polypeptide. A drop in pH leads to the protonation of negatively charged residues (Asp or Glu), which enhances peptide hydrophobicity, increasing the affinity of the peptide for the lipid bilayer and triggering peptide folding and subsequent membrane insertion. The process is accompanied by the release of energy that can be utilized to move cell-impermeable cargo across a membrane. That the mechanism is now understood, and that targeting of tumours in mice has been shown, suggest a number of future applications of the pHLIP technology in the diagnosis and treatment of disease.']","['Animals', 'Antineoplastic Agents', 'Cell-Penetrating Peptides', 'Drug Delivery Systems', 'Hydrogen-Ion Concentration', 'Hydrophobic and Hydrophilic Interactions', 'Lipid Bilayers', 'Mice', 'Neoplasms', 'Protein Folding', 'Protein Structure, Secondary']"
"21615262","Reviews in the neurosciences","2011","Zebrafish assessment of cognitive improvement and anxiolysis: filling the gap between in vitro and rodent models for drug development.","['Zebrafish can provide a valuable animal model to screen potential cognitive enhancing and anxiolytic drugs. They are economical and can provide a relatively quick indication of possible functional efficacy. In as much as they have a complex nervous system and elaborate behavioral repertoire, zebrafish can provide a good intermediate model between in vitro receptor and cell-based assays and classic mammalian models for drug screening. In addition, the variety of molecular tools available in zebrafish makes them outstanding models for helping to determine the neuromolecular mechanisms for psychoactive drugs. However, to use zebrafish as a translational model we must have validated, sensitive and efficient behavioral tests. In a series of studies, our lab has developed tests of cognitive function and stress response, which are sensitive to drug effects in a similar manner as rodent models and humans for cognitive enhancement and alleviating stress response. In particular, the three-chamber task for learning and memory was shown to be sensitive to the cognitive enhancing effects of nicotine and has been useful in helping to determine neural mechanisms crucial for nicotinic-induced cognitive enhancement. The novel tank diving test was shown to be a valid and efficient test of stress response. It is sensitive to the reduction in stress-related behaviors due to the amxiolytic drugs diazepam and buspirone but not chlordiazepoxide. Nicotine also causes stress alleviating effects which can be interpreted as anxiolytic effects. Zebrafish models of behavioral pharmacology can be useful to efficiently screen test compounds for drug development and can be useful in helping to determine the mechanisms crucial for new therapeutic treatments of neurobehavioral impairments.']","['Animals', 'Anti-Anxiety Agents', 'Anxiety', 'Attention', 'Buspirone', 'Disease Models, Animal', 'Dose-Response Relationship, Drug', 'Drug Design', 'Drug Evaluation, Preclinical', 'Exploratory Behavior', 'Mecamylamine', 'Neurochemistry', 'Nicotine', 'Nicotinic Agonists', 'Nicotinic Antagonists', 'Space Perception', 'Time Factors', 'Zebrafish']"
"21900593","Science translational medicine","2011","Activation of ERBB2 signaling causes resistance to the EGFR-directed therapeutic antibody cetuximab.","['Cetuximab, an antibody directed against the epidermal growth factor receptor, is an effective clinical therapy for patients with colorectal, head and neck, and non-small cell lung cancer, particularly for those with KRAS and BRAF wild-type cancers. Treatment in all patients is limited eventually by the development of acquired resistance, but little is known about the underlying mechanism. Here, we show that activation of ERBB2 signaling in cell lines, either through ERBB2 amplification or through heregulin up-regulation, leads to persistent extracellular signal-regulated kinase 1/2 signaling and consequently to cetuximab resistance. Inhibition of ERBB2 or disruption of ERBB2/ERBB3 heterodimerization restores cetuximab sensitivity in vitro and in vivo. A subset of colorectal cancer patients who exhibit either de novo or acquired resistance to cetuximab-based therapy has ERBB2 amplification or high levels of circulating heregulin. Collectively, these findings identify two distinct resistance mechanisms, both of which promote aberrant ERBB2 signaling, that mediate cetuximab resistance. Moreover, these results suggest that ERBB2 inhibitors, in combination with cetuximab, represent a rational therapeutic strategy that should be assessed in patients with cetuximab-resistant cancers.']","['Animals', 'Antibodies, Monoclonal', 'Antibodies, Monoclonal, Humanized', 'Antineoplastic Agents', 'Cell Line, Tumor', 'Cetuximab', 'Drug Resistance, Neoplasm', 'Humans', 'Mice', 'Mitogen-Activated Protein Kinase 1', 'Mitogen-Activated Protein Kinase 3', 'Neoplasm Transplantation', 'Neoplasms', 'Neuregulin-1', 'Receptor, Epidermal Growth Factor', 'Receptor, ErbB-2', 'Signal Transduction', 'Transplantation, Heterologous']"
"21933749","The Lancet. Oncology","2011","Effect of crizotinib on overall survival in patients with advanced non-small-cell lung cancer harbouring ALK gene rearrangement: a retrospective analysis.","['BACKGROUND=ALK gene rearrangement defines a new molecular subtype of non-small-cell lung cancer (NSCLC). In a recent phase 1 clinical trial, the ALK tyrosine-kinase inhibitor (TKI) crizotinib showed marked antitumour activity in patients with advanced, ALK-positive NSCLC. To assess whether crizotinib affects overall survival in these patients, we did a retrospective study comparing survival outcomes in crizotinib-treated patients in the trial and crizotinib-naive controls screened during the same time period.', 'METHODS=We examined overall survival in patients with advanced, ALK-positive NSCLC who enrolled in the phase 1 clinical trial of crizotinib, focusing on the cohort of 82 patients who had enrolled through Feb 10, 2010. For comparators, we identified 36 ALK-positive patients from trial sites who were not given crizotinib (ALK-positive controls), 67 patients without ALK rearrangement but positive for EGFR mutation, and 253 wild-type patients lacking either ALK rearrangement or EGFR mutation. To assess differences in overall survival, we assessed subsets of clinically comparable ALK-positive and ALK-negative patients.', u'RESULTS=Among 82 ALK-positive patients who were given crizotinib, median overall survival from initiation of crizotinib has not been reached (95% CI 17 months to not reached); 1-year overall survival was 74% (95% CI 63-82), and 2-year overall survival was 54% (40-66). Overall survival did not differ based on age, sex, smoking history, or ethnic origin. Survival in 30 ALK-positive patients who were given crizotinib in the second-line or third-line setting was significantly longer than in 23 ALK-positive controls given any second-line therapy (median overall survival not reached [95% CI 14 months to not reached] vs 6 months [4-17], 1-year overall survival 70% [95% CI 50-83] vs 44% [23-64], and 2-year overall survival 55% [33-72] vs 12% [2-30]; hazard ratio 0\xb736, 95% CI 0\xb717-0\xb775; p=0\xb7004). Survival in 56 crizotinib-treated, ALK-positive patients was similar to that in 63 ALK-negative, EGFR-positive patients given EGFR TKI therapy (median overall survival not reached [95% CI 17 months to not reached] vs 24 months [15-34], 1-year overall survival 71% [95% CI 58-81] vs 74% [61-83], and 2-year overall survival 57% [40-71] vs 52% [38-65]; p=0\xb7786), whereas survival in 36 crizotinib-naive, ALK-positive controls was similar to that in 253 wild-type controls (median overall survival 20 months [95% CI 13-26] vs 15 months [13-17]; p=0\xb7244).', 'CONCLUSIONS=In patients with advanced, ALK-positive NSCLC, crizotinib therapy is associated with improved survival compared with that of crizotinib-naive controls. ALK rearrangement is not a favourable prognostic factor in advanced NSCLC.', 'BACKGROUND=Pfizer Inc, V Foundation for Cancer Research.']","['Adult', 'Aged', 'Antineoplastic Agents', 'Australia', 'Carcinoma, Non-Small-Cell Lung', 'Clinical Trials, Phase I as Topic', 'Female', 'Gene Rearrangement', 'Humans', 'Kaplan-Meier Estimate', 'Lung Neoplasms', 'Male', 'Middle Aged', 'Multicenter Studies as Topic', 'Patient Selection', 'Proportional Hazards Models', 'Protein Kinase Inhibitors', 'Pyrazoles', 'Pyridines', 'Receptor Protein-Tyrosine Kinases', 'Retrospective Studies', 'Risk Assessment', 'Risk Factors', 'Survival Rate', 'Time Factors', 'Treatment Outcome', 'United States']"
